,Political Affiliation,tweet,Politician,Word Count,negative,neutral,positive,polarity
24,Republican,The troubling conduct of social media companies continues. #EndBigTechCensorship https://t.co/X0by6UGbbD,Ted Cruz,10,0.28,0.72,0.0,-0.5423
25,Republican,"To all of the dads out there, thank you for the guidance, the love, and the compassion you share with your children… https://t.co/IQLtryBspo",Ted Cruz,23,0.0,0.615,0.385,0.8979
26,Republican,"For Father’s Day, took my Dad to see ⁦@GitRDoneLarry⁩  in concert at ⁦@RepublicCCBBQ⁩  Great fun, celebrating Dad. https://t.co/kZ0evsS8jw",Ted Cruz,18,0.0,0.575,0.425,0.9022
27,Republican,"Self-satire: long, convoluted article explaining that, yes, late-night comedians have become angry, shrill, Leftist… https://t.co/LYYlR7vUkS",Ted Cruz,15,0.163,0.594,0.243,0.1531
28,Republican,Wow... https://t.co/QUowSaQgfN,Ted Cruz,2,0.0,1.0,0.0,0.0
29,Republican,"🎶You're the emblem of the land I love...
The home of the free and the brave!🎶

Happy #FlagDay🇺🇸 https://t.co/nrpq8F963P",Ted Cruz,19,0.0,0.687,0.313,0.807
30,Republican,"Want to #DrainTheSwamp? 

We need term limits!

Join the fight to make it happen --&gt; https://t.co/IXsOCEhA4h",Ted Cruz,16,0.134,0.67,0.196,-0.1007
31,Republican,Thanks for all you do Konni. You’re awesome! https://t.co/XKEdqrHZha,Ted Cruz,9,0.0,0.49,0.51,0.807
32,Republican,Funny that.... https://t.co/d1d1NLUB6y,Ted Cruz,3,0.0,0.408,0.592,0.4404
33,Republican,https://t.co/6QFj2tORKP https://t.co/Q2owGBdAx8,Ted Cruz,2,0.0,1.0,0.0,0.0
34,Republican,@chiproytx https://t.co/UftbsbIEjW,Ted Cruz,2,0.0,1.0,0.0,0.0
35,Republican,"I agree. Perhaps, in addition to the legislation we are already working on together to ban Members of Congress from… https://t.co/PyaW1XSKYT",Ted Cruz,21,0.149,0.747,0.104,-0.2732
36,Republican,Kids.  Texas.  Liberty.  Lemonade. All kinds of awesome. 🍋🍋🇺🇸🇺🇸👍👍 https://t.co/dBtM5wDJtc,Ted Cruz,10,0.0,0.516,0.484,0.8176
37,Republican,@viaCristiano @AOC @ewarren @RepMattGaetz buy a lottery ticket,Ted Cruz,8,0.0,1.0,0.0,0.0
38,Republican,"So I’m 48. Chuck Norris, James Caan &amp; Mike Ditka are all 79...so I’m gonna pass on this one. https://t.co/rudM07CG1S",Ted Cruz,20,0.0,1.0,0.0,0.0
39,Republican,"Want to #DrainTheSwamp? 

A LIFETIME BAN on former Members of Congress becoming lobbyists is a great start. 

Join… https://t.co/8pdqUINWvT",Ted Cruz,19,0.183,0.59,0.228,0.0173
40,Republican,Thx! https://t.co/EMnHteHYtU,Ted Cruz,2,0.0,0.264,0.736,0.4199
41,Republican,"My pastor, @GreggMatte, just released a new book
“Difference Makers: How To Live A Life of Impact &amp; Purpose”.  It’s… https://t.co/2HvV6JQtyp",Ted Cruz,21,0.0,1.0,0.0,0.0
42,Republican,"Really, Brian?? You can’t think of any other similarities btwn them? And differences w/ Scalise? Twitter only does… https://t.co/mDED744dF5",Ted Cruz,19,0.0,1.0,0.0,0.0
43,Republican,Is it just me or is there something REALLY wrong with Twitter’s algorithms?  Because I follow Steve Scalise and sev… https://t.co/b3hgyCn9bc,Ted Cruz,21,0.178,0.822,0.0,-0.6281
44,Republican,"Why must Libs be sour &amp; humorless? Dems have shot relentlessly at Barr (rubber bullets &amp; blanks, to be sure) since… https://t.co/JNlcuj325C",Ted Cruz,22,0.099,0.901,0.0,-0.3182
45,Republican,Funny.  The joy of kids. https://t.co/FmE52RcNSH,Ted Cruz,6,0.0,0.374,0.626,0.7717
46,Republican,"“Journalists” should know this. As Benjamin Franklin observed, “Whoever would overthrow the liberty of a nation mus… https://t.co/foO0gbIStI",Ted Cruz,18,0.0,0.825,0.175,0.5267
47,Republican,Sigh. This individual claims to be a “journalist.” Then he throws a fit &amp; demands that YouTube CENSOR views he does… https://t.co/DyzbuCzQQL,Ted Cruz,22,0.153,0.699,0.148,-0.2808
48,Republican,More than a little amusing:  NYT Leftist editorial writer — who has a long &amp; ugly history of sending racist tweets… https://t.co/LFAikb9NHD,Ted Cruz,22,0.282,0.618,0.099,-0.6936
49,Republican,@LoganDobson @MrJoshPerry https://t.co/cLrjD3u2KE,Ted Cruz,3,0.0,1.0,0.0,0.0
50,Republican,"In 1980s, Bernie Sanders effusively praised Fidel Castro &amp; Soviet Union. My family was imprisoned &amp; tortured in com… https://t.co/Q0vEFuE9JO",Ted Cruz,20,0.246,0.634,0.119,-0.5267
51,Republican,Very sad — our prayers are with our brave cadets and their grieving families. We are grateful for their service &amp; s… https://t.co/M5z8ew6CkW,Ted Cruz,23,0.215,0.579,0.206,-0.0754
52,Republican,"We have been given the precious gift of freedom, paid with the blood of grandfathers, grandmothers, fathers, mother… https://t.co/PowenVSn7K",Ted Cruz,19,0.0,0.597,0.403,0.8957
53,Republican,"This is nuts. YouTube needs to explain why @scrowder is banned, but @iamsambee (“Ivanka is a feckless c***.”) &amp;… https://t.co/X20tP8m5Ap",Ted Cruz,20,0.177,0.823,0.0,-0.3919
54,Republican,This is ridiculous. YouTube is not the Star Chamber — stop playing God &amp; silencing those voices you disagree with.… https://t.co/r3M2eEhfmV,Ted Cruz,21,0.33,0.524,0.146,-0.5994
55,Republican,Awesome!  But kinda seems to unfairly single out Elizabeth Warren.... https://t.co/vjptnBbxfk,Ted Cruz,11,0.0,0.695,0.305,0.6588
56,Republican,He was delicious! https://t.co/kJXjSdFfWG,Ted Cruz,4,0.0,0.429,0.571,0.6114
57,Republican,I was proud to stand with @RandPaul and support his Pennies Plan to finally rein in federal spending. Our debt cont… https://t.co/Em6ez5yYUq,Ted Cruz,22,0.095,0.684,0.221,0.5106
58,Republican,"Do you think Big Tech companies need to be more transparent? 

Take the survey --&gt; https://t.co/OTxVcEwMjK https://t.co/7QH7c73EKK",Ted Cruz,17,0.0,1.0,0.0,0.0
59,Republican,@OckhamsLogic @GovAbbott @heckyessica https://t.co/YF9nKjQtzO,Ted Cruz,4,0.0,1.0,0.0,0.0
60,Republican,Please stop confusing Dems with facts.... https://t.co/8CJzLHw7s9,Ted Cruz,7,0.394,0.385,0.221,-0.2023
61,Republican,"Time is running out!

Click here before MIDNIGHT TONIGHT for a chance to join me for dinner in Houston 👉… https://t.co/wBdTqwuW5Y",Ted Cruz,21,0.0,0.8,0.2,0.5411
62,Republican,"This afternoon, Caroline &amp; Heidi baked...an emoji cake! https://t.co/r89oN0QN5T",Ted Cruz,9,0.0,1.0,0.0,0.0
63,Republican,Agree. I’m a NO.  And POTUS should withdraw this nomination. https://t.co/Z0IAM40zNy,Ted Cruz,11,0.218,0.596,0.186,-0.1111
64,Republican,This is compelling. I’m a NO.  And POTUS should withdraw this nomination. https://t.co/LsNyuMv4Go,Ted Cruz,13,0.198,0.674,0.128,-0.2577
65,Republican,.⁦@HawleyMO⁩ is right. The nominee didn’t just represent a client; at his confirmation he affirmatively declared “t… https://t.co/nm4chgOA78,Ted Cruz,18,0.0,1.0,0.0,0.0
66,Republican,Wow: 8 co-champions (including 3 Texans) were crowned last night after leaving the National Spelling Bee at a loss… https://t.co/knFueaH7Lm,Ted Cruz,20,0.0,0.808,0.192,0.5859
67,Republican,"You, me, and BBQ in Houston, Texas! 

Enter before midnight TONIGHT for your chance to join me for dinner in Housto… https://t.co/WLJjsjQUSr",Ted Cruz,22,0.0,0.817,0.183,0.5411
68,Republican,https://t.co/FfzITNUpvO,Ted Cruz,1,0.0,1.0,0.0,0.0
69,Republican,You’re on. https://t.co/S3TBfNeO3Q,Ted Cruz,3,0.0,1.0,0.0,0.0
70,Republican,"Here’s something I don’t say often:  on this point, I AGREE with @AOC  Indeed, I have long called for a LIFETIME BA… https://t.co/bnoHBYk3NL",Ted Cruz,23,0.0,0.848,0.152,0.4995
71,Republican,"You, me, and BBQ in Houston, Texas! 

Click HERE for a chance to join me for dinner in Houston 👉… https://t.co/8drAr1yc9e",Ted Cruz,21,0.0,0.8,0.2,0.5411
72,Republican,Nothing to see here. Move along.... https://t.co/SM9mQD56xe,Ted Cruz,7,0.0,1.0,0.0,0.0
73,Republican,Powerful &amp; inspirational. https://t.co/FmoC1mnxYm,Ted Cruz,4,0.0,0.247,0.753,0.7269
74,Republican,Cruz’s Student Empowerment Act would build on those good reforms by allowing the money saved to go toward home scho… https://t.co/VlL3CT6Ktn,Ted Cruz,21,0.0,0.769,0.231,0.6908
75,Republican,"In 2017, college savings plans, or “529s,” were modified to allow parents to use money in those accounts for K-12 e… https://t.co/LLgFtqsB6Y",Ted Cruz,22,0.0,0.917,0.083,0.2263
76,Republican,Best picture ever.... https://t.co/7eFEWTW7LH,Ted Cruz,4,0.0,0.417,0.583,0.6369
77,Republican,"As the son of a Cuban immigrant whose Dad came to get a math degree &amp; become a computer programmer, I’m troubled th… https://t.co/mvkaY3Ua6R",Ted Cruz,24,0.13,0.87,0.0,-0.4588
78,Republican,"As the plane touched down at Tyler Pounds Regional Airport, there was a final water cannon salute. And as the veter… https://t.co/Q8idrDbJap",Ted Cruz,22,0.0,1.0,0.0,0.0
79,Republican,Hundreds gather in Williamson County to pay respect to fallen soldiers: https://t.co/OgOrMRZTZ0,Ted Cruz,12,0.244,0.562,0.194,0.0516
80,Republican,"Heidi and me with Pastor Gregg and Kelly and Gold Star Dad Arthur and Linda Craig. 

A true blessing to be with her… https://t.co/otpagHIEmC",Ted Cruz,24,0.0,0.778,0.222,0.7184
81,Republican,Powerful story my pastor told yesterday of Pastor and Gold Star Dad Arthur Craig &amp; his heroic son SSG Brian T. Crai… https://t.co/dxrF3OVnur,Ted Cruz,23,0.0,0.766,0.234,0.7506
82,Republican,@KayQuirk1 @SenTedCruz @heidiscruz Thanks so much!,Ted Cruz,6,0.0,0.61,0.39,0.4926
83,Republican,This weekend all across Texas and our great nation we unite as Americans to pay tribute to those who gave their liv… https://t.co/Gx4qnFPZtm,Ted Cruz,23,0.053,0.792,0.155,0.5719
84,Republican,"Our Grassroots Briefing kicks off in just a few minutes.

Dial in NOW --&gt; (866) 757-0718 https://t.co/dnMWYgKHjt",Ted Cruz,17,0.0,1.0,0.0,0.0
85,Republican,"And I'll admit, ""space pirates"" make for funny soundbites and great visuals, but protecting our assets in space is… https://t.co/PkNE01sQpD",Ted Cruz,20,0.0,0.668,0.332,0.714
86,Republican,Really funny! Gotta say thank you to @JimmyKimmel for fulfilling my lifelong dream of being in a sci-fi space movie… https://t.co/heuqmnI9Ml,Ted Cruz,21,0.0,0.68,0.32,0.7897
87,Republican,"Tonight. 6:30pm CT. I hope you'll join us!

RSVP HERE --&gt; https://t.co/h6NlHut7Qh https://t.co/YyZKikj18z",Ted Cruz,13,0.0,0.65,0.35,0.6588
88,Republican,God bless Texas! https://t.co/wBc0Cq2u8d,Ted Cruz,4,0.0,0.278,0.722,0.636
89,Republican,"ICYMI from @dcexaminer: Sen. Ted Cruz, R-Texas, has stepped up his investigation into Yale Law School over what he… https://t.co/Vw75R5FCCc",Ted Cruz,20,0.0,1.0,0.0,0.0
90,Republican,"This aggression will not stand, man. https://t.co/amrO5lCmUW",Ted Cruz,7,0.268,0.732,0.0,-0.296
91,Republican,"This is not OK. Today’s Left: vicious, angry &amp; consumed by hate. Instead of insults &amp; dehumanizing rage, we should… https://t.co/pkFsnBeytQ",Ted Cruz,21,0.608,0.392,0.0,-0.9671
92,Republican,Thank you to the brave men and women who serve to defend our freedom! #ArmedForcesDay https://t.co/Ob4d7ehfp1,Ted Cruz,16,0.0,0.556,0.444,0.8858
93,Republican,"What a weekend!  Heidi, Caroline &amp; I are driving back from my cousin Audrey Sol’s @Baylor graduation, stopped at ⁦… https://t.co/1RFoKJjGsE",Ted Cruz,21,0.109,0.891,0.0,-0.2942
94,Republican,Celebrating my cousin Audrey Sol’s graduation today from ⁦@Baylor⁩ along with her proud Mom Bibi. Congrats!! 👩‍🎓 👩‍🎓 https://t.co/bljeiCXeMq,Ted Cruz,19,0.0,0.597,0.403,0.8953
95,Republican,Wow.  “Now over 500 workers.... It’s been amazing just to see the fruit and to see all these people’s lives change… https://t.co/bdGLQOoppz,Ted Cruz,22,0.0,0.725,0.275,0.8225
96,Republican,The Export-Import Bank and the Essence of Socialism | National Review https://t.co/59BoG5RXdz,Ted Cruz,12,0.0,1.0,0.0,0.0
97,Republican,@chrislhayes May Space Pirates devour your liver.  🏴‍☠️ 🏴‍☠️,Ted Cruz,9,0.0,1.0,0.0,0.0
98,Republican,"Heidi &amp; I had dinner w/ ⁦@jairbolsonaro⁩ in TX, after DeBlasio disinvited him from NYC. After years of tension btwn… https://t.co/8SdkbeZ4Rp",Ted Cruz,21,0.098,0.765,0.137,0.2342
99,Republican,"Hey @jack how come Twitter’s “moment” quotes all the snarky leftists making fun of my comments, but doesn’t include… https://t.co/5cQD0cUWnR",Ted Cruz,20,0.0,0.898,0.102,0.2846
100,Republican,".@chucktodd You know how to report honestly, and this isn’t it. Next time, include actual facts, not just amusing m… https://t.co/yeUQ18DKpy",Ted Cruz,21,0.09,0.786,0.124,0.2062
101,Republican,"Sure, a frigate w/ skull &amp; crossbones in space is unlikely anytime soon, but what MSNBC conveniently omits is the t… https://t.co/0ALuUgbnwW",Ted Cruz,22,0.0,0.924,0.076,0.1655
102,Republican,"Sure, a frigate w/ skull &amp; crossbones in space is unlikely anytime soon, but what Yahoo conveniently omits is the t… https://t.co/LzrdpOgLjH",Ted Cruz,22,0.0,0.924,0.076,0.1655
103,Republican,Harvard is making a mistake here. I’m no fan of Harvey Weinstein—the conduct he’s accused of is reprehensible—but o… https://t.co/fVZd6IZsEV,Ted Cruz,20,0.282,0.622,0.095,-0.5423
104,Republican,"The Senate is continuing to deliver on its promise to the American people to confirm principled, constitutionalist… https://t.co/ookmsXyUOg",Ted Cruz,18,0.0,0.881,0.119,0.3182
105,Republican,It’s amazing the defense you face...when you have gulags. https://t.co/49Fq5JmEcf,Ted Cruz,10,0.0,0.602,0.398,0.6486
106,Republican,"Rest In Peace, Tim Conway. https://t.co/8CWPN46ha2",Ted Cruz,6,0.0,0.588,0.412,0.5423
107,Republican,I have long fought for the US to recognize Jerusalem as the rightful capital of Israel and move its embassy there a… https://t.co/kzxg3jH1Kf,Ted Cruz,23,0.099,0.901,0.0,-0.3182
108,Republican,Today we celebrate the one-year anniversary of the United States signaling to the world that #Jerusalem is the eter… https://t.co/b2LLdzlQQI,Ted Cruz,20,0.0,0.735,0.265,0.7579
109,Republican,"Steny, aside from her troubling rhetoric, do you agree with her Holocaust revisionism?  Her argument is FALSE—the P… https://t.co/94S6pmOcbp",Ted Cruz,19,0.245,0.653,0.102,-0.5423
110,Republican,"2/2 “...in Palestinian circles to this day, met with Hitler &amp; visited German troops. According to the German transc… https://t.co/Aw7EDfqutZ",Ted Cruz,20,0.0,1.0,0.0,0.0
111,Republican,The Holocaust revisionism of ⁦@RashidaTlaib⁩ is simply FALSE. This article gives the real history. Key excerpt: “Th… https://t.co/UYDAyMNn8l,Ted Cruz,18,0.0,1.0,0.0,0.0
112,Republican,"Ben, OF COURSE it is objective journalism to “report” that left-wing Democrats (Warren, Bernie, AOC) are the “kinde… https://t.co/RkegeQyV6m",Ted Cruz,19,0.0,1.0,0.0,0.0
113,Republican,Great read. And great example of federalism and protecting economic liberty! https://t.co/n5fzO2h0zH,Ted Cruz,12,0.0,0.431,0.569,0.9168
114,Republican,To all the moms across Texas and America: thank you and we love you! #HappyMothersDay https://t.co/ryEaxPsBc1,Ted Cruz,16,0.0,0.667,0.333,0.7901
115,Republican,"Ok, since D talking points change with the weather, y’all’s current position is that “the FBI” made the decision?… https://t.co/gi9rWJrwut",Ted Cruz,20,0.0,0.891,0.109,0.296
116,Republican,"Irony much?  Consider this exact tweet, with “Trump” replacing “Biden.”  That describes the exact state of affairs… https://t.co/kDoiWEgqXF",Ted Cruz,18,0.066,0.934,0.0,-0.0516
117,Republican,"Congrats, Audrey! https://t.co/cjiivZtYCh",Ted Cruz,3,0.0,0.351,0.649,0.5707
118,Republican,A brief moment of sanity.  Cal-Poly showing more reasonableness &amp; tolerance than San Antonio City Council.... https://t.co/gEu7EanFkC,Ted Cruz,17,0.0,0.859,0.141,0.3535
119,Republican,"Gosh, it’s almost like the media is rooting for a specific side.... https://t.co/sBenLwJ0Pl",Ted Cruz,13,0.0,0.833,0.167,0.2975
120,Republican,"I hope EVERYONE will join me today in supporting @jdanbishop with all we’ve got, so he can move on next Tuesday and… https://t.co/7kVfcdZDNg",Ted Cruz,23,0.0,0.704,0.296,0.7906
121,Republican,"The Russia investigation is over. After 2 years of Dem &amp; media hysteria, after millions of dollars, after 2800 subp… https://t.co/lW1DFQJc69",Ted Cruz,21,0.132,0.868,0.0,-0.4404
122,Republican,@PJMedia_com We left behind a parting gift https://t.co/3lq8mkEwby,Ted Cruz,8,0.0,0.674,0.326,0.4404
123,Republican,Troubling:  Religious Bigotry on Display at Mississippi's Flagship University?  https://t.co/jBs2L4ZdkS,Ted Cruz,10,0.271,0.62,0.109,-0.4767
124,Republican,@BenSasse Repossessing our @DrPepper fridge after Ben Sasse absconded with it... https://t.co/WNKeBauzjF,Ted Cruz,12,0.0,1.0,0.0,0.0
125,Republican,"The United States stands with our Israeli allies, who are exercising their absolute right to self-defense in respon… https://t.co/evXL5xjNvz",Ted Cruz,19,0.0,0.865,0.135,0.4215
126,Republican,"The beard stays, but there’s a brisket on the line if you’ll wager burnt ends. https://t.co/n4Dh4dY7S8",Ted Cruz,16,0.0,1.0,0.0,0.0
127,Republican,Every child deserves access to an excellent education! Thank you to our teachers for helping to unlock unlimited op… https://t.co/zFdGiOpu3K,Ted Cruz,20,0.0,0.662,0.338,0.8268
128,Republican,"Hateful, angry Dem state rep videoed himself offering a $100 bounty for the identities of three teenage girls prayi… https://t.co/sMCm9UrFTU",Ted Cruz,20,0.277,0.723,0.0,-0.7579
129,Republican,"This weekend, Hamas &amp; Palestinian Islamic Jihad have fired over 700 rockets. They have used innocent Palestinians a… https://t.co/0HbtRzT5eM",Ted Cruz,19,0.157,0.739,0.104,-0.296
130,Republican,"Wow. An elected Dem state rep, a “College Football Captain,” videos himself (presumably he’s proud of this behavior… https://t.co/AVG2ujXuHZ",Ted Cruz,19,0.0,0.699,0.301,0.7845
131,Republican,Movie blunders:  Daenerys’ Starbucks cup. Because even the Mother of Dragons needs a good cup o’ Joe. https://t.co/4y4jAeSFp2,Ted Cruz,18,0.0,0.847,0.153,0.4404
132,Republican,Movie blunders:  Daenerys’ Starbucks cup. Because even the Mother of Dragons needs a good cup o’ Joe. https://t.co/4y4jAeSFp2,Ted Cruz,18,0.0,0.847,0.153,0.4404
133,Republican,"""Billions of dollars we could seize and why not redirect that to building the wall?” https://t.co/zXAGBQ0cDm

Build… https://t.co/91265XpIYY",Ted Cruz,18,0.0,1.0,0.0,0.0
134,Republican,"This is the mind of today’s far Left.  NO, we shouldn’t ban @JimCarrey despite his angry politics.  NOR should we b… https://t.co/to88ZuCXTs",Ted Cruz,22,0.231,0.673,0.096,-0.5901
135,Republican,"Last night, Adam Sandler sang a beautiful (if slightly off color) tribute to Chris Farley. Farley brought laughter… https://t.co/nJDlYIzQU0",Ted Cruz,19,0.0,0.813,0.187,0.5994
136,Republican,Catherine &amp; I went to ⁦@HoustonRockets⁩ / Golden State playoff game tonight. Just the two of us.  Perfect Daddy-dau… https://t.co/0FZeKAitIi,Ted Cruz,20,0.0,0.821,0.179,0.5719
137,Republican,"How is it that @RealJamesWoods is currently being banned on Twitter, but @JimCarrey is not?  It’s certainly not any… https://t.co/WaIkveP0Gx",Ted Cruz,20,0.202,0.798,0.0,-0.5505
138,Republican,"Dan, for many of your Leftie commentators, the answer is ALWAYS the Democrat should win, regardless of the actual v… https://t.co/pu32rxQja2",Ted Cruz,21,0.0,0.84,0.16,0.5859
139,Republican,Very good questions. https://t.co/ROzodFXXz1,Ted Cruz,4,0.0,0.484,0.516,0.4927
140,Republican,Yup. Pulse of far Left today: 140 beats per minute. Irregular palpitations. Heavy sweating. Given to fits &amp; halluci… https://t.co/2MOYNx5Vj3,Ted Cruz,20,0.0,1.0,0.0,0.0
141,Republican,@BenSasse https://t.co/bxyDNfsrAS,Ted Cruz,2,0.0,1.0,0.0,0.0
142,Republican,I urge my Senate colleagues to put aside partisan politics so we can come together as an institution and unequivoca… https://t.co/J5l2dlH9HA,Ted Cruz,21,0.0,1.0,0.0,0.0
143,Republican,Michael Bennet’s campaign is a Seinfeld campaign—about nothing—that typifies the Left’s empty rage in 2020. In a de… https://t.co/aJI9fdu8c0,Ted Cruz,19,0.265,0.735,0.0,-0.6597
144,Republican,Exactly right. Too many of today’s radical Dems fail to understand: freedom is better than slavery; prosperity is b… https://t.co/bOQ9DhLxoM,Ted Cruz,20,0.264,0.51,0.226,-0.296
145,Republican,"Shorter CNN: YES, Barr letter accurate. YES, released 100% of Mueller 19-page summary. YES, Barr released ENTIRE 44… https://t.co/jrwlcUOQ2j",Ted Cruz,19,0.0,0.608,0.392,0.8833
146,Republican,Who is ... going to soon pay for stealing my Dr Pepper fridge? https://t.co/EewbvRHyfy,Ted Cruz,14,0.298,0.702,0.0,-0.6249
147,Republican,".@BenSasse In Texas, stealing a man’s Dr. Pepper is a hanging offense. Just beware:  https://t.co/2wqOpnTl9V https://t.co/nLtkZMlKt9",Ted Cruz,16,0.322,0.678,0.0,-0.6908
148,Republican,This is comforting. https://t.co/tXonMqnnMJ,Ted Cruz,4,0.0,0.526,0.474,0.4019
149,Republican,Ridiculous. https://t.co/nirMGOROzi,Ted Cruz,2,0.714,0.286,0.0,-0.3612
150,Republican,"Just awesome:  17 Times The ""Game Of Thrones"" Cast In Real Life Was Extremely Not Game-Of Thrones-Y https://t.co/fRlwNlNEZP",Ted Cruz,18,0.0,0.806,0.194,0.6249
151,Republican,Click HERE to make your voice heard —&gt; https://t.co/LXAe1b4b2Y https://t.co/aztMEOf9pm,Ted Cruz,10,0.0,1.0,0.0,0.0
152,Republican,"Exactly right. We’ll beat China w/ free-market, private-sector 5G, not a state-controlled monopoly. That’s why the… https://t.co/htTHvflzPt",Ted Cruz,17,0.0,1.0,0.0,0.0
153,Republican,Big congrats to @KonniBurton and @thetexannews! https://t.co/KucVhIMCsA https://t.co/4v2NKCIKGz,Ted Cruz,8,0.0,0.655,0.345,0.5707
154,Republican,"The anti-Semitic Left—whether @IlhanMN repeated anti-Israel slurs or @nytimes apologizing for Hamas terrorists (eg,… https://t.co/m2gpqi9huC",Ted Cruz,15,0.293,0.707,0.0,-0.6597
155,Republican,"School Choice coalition growing broader, bringing union support behind vocational training and apprenticeships.  https://t.co/yiRQ6uehBS",Ted Cruz,14,0.0,0.732,0.268,0.5267
156,Republican,@HeimishCon @scrowder I stand corrected!,Ted Cruz,5,0.0,1.0,0.0,0.0
157,Republican,.@scrowder That’s not really fair. Many of them are Dems’ current base as well....  🙄🙄 https://t.co/TvzYyOLhiK,Ted Cruz,16,0.127,0.873,0.0,-0.2912
158,Republican,"Tragic &amp; heartbreaking. Missy was a passionate, inspiring leader for the Dallas GOP; her fiery &amp; relentless defense… https://t.co/DZZn9prtBb",Ted Cruz,19,0.302,0.432,0.266,-0.25
159,Republican,Why do most Americans consider today’s media to be Fake News?  Maybe because they continually produce Left-wing pro… https://t.co/hOAAVQQFQJ,Ted Cruz,19,0.147,0.853,0.0,-0.4767
160,Republican,"He is Risen! From my family to yours, wishing you a very happy and blessed Easter! https://t.co/jkxVtBwpSS",Ted Cruz,17,0.0,0.55,0.45,0.892
161,Republican,The joys of irony.... https://t.co/DwqnIN89zj,Ted Cruz,5,0.0,0.556,0.444,0.4939
