,Political Affiliation,tweet,Politician,Word Count,negative,neutral,positive,polarity
46,Democrats,"Today, many concerned, frightened, and angry American women and men in cities across the country are speaking out t… https://t.co/gujP1J8zyV",Senate Democrats,20,0.256,0.744,0.0,-0.7351
47,Democrats,"The House has taken action and passed bills to combat the Trump health care sabotage.
 
But the GOP-led Senate?… https://t.co/SUMRtt98Af",Senate Democrats,20,0.223,0.654,0.123,-0.3818
48,Democrats,WATCH: Senate Democrats take to the floor to combat the continued Republican attacks on the right of a woman to mak… https://t.co/VtR6jEi8fK,Senate Democrats,22,0.218,0.782,0.0,-0.6486
49,Democrats,"“65 years later, all of the things that were said in the Brown decision are still a work in progress.” —… https://t.co/xmEEmIWQjk",Senate Democrats,22,0.0,1.0,0.0,0.0
50,Democrats,"“At the CIA &amp; intelligence agencies, millions of dollars are being spent to stop the Russians from making a mess of… https://t.co/vYavJWAi5O",Senate Democrats,22,0.182,0.698,0.12,-0.1531
51,Democrats,"WATCH: @SenatorDurbin asks: Why isn’t the Senate moving legislation to secure our elections? 
 
A top Republican Se… https://t.co/yjrGcIrSWX",Senate Democrats,18,0.0,0.781,0.219,0.4939
52,Democrats,Today the Senate is voting on the Trump administration’s nominee for the Louisiana District Court: Wendy Vitter.… https://t.co/MOCwOCbCyv,Senate Democrats,18,0.0,1.0,0.0,0.0
53,Democrats,"It’s plain &amp; simple. The American people want us to protect their health care. 
 
Thankfully, the new Democratic ma… https://t.co/xZ7GMktxQE",Senate Democrats,20,0.0,0.618,0.382,0.836
54,Democrats,"“Families will absolutely not forget who chose to stand aside and do nothing, who chose to side with big insurance… https://t.co/LctokCAdGj",Senate Democrats,21,0.0,0.911,0.089,0.2369
55,Democrats,“People cannot imagine that what is being passed in the House gets buried in the legislative graveyard in the Unite… https://t.co/Bnv8s13W6p,Senate Democrats,21,0.099,0.901,0.0,-0.296
56,Democrats,".@SenateMajLdr McConnell has slowly but surely turned the Senate into a legislative graveyard.
 
American families… https://t.co/76Fbr9NtwP",Senate Democrats,16,0.142,0.662,0.196,0.2617
57,Democrats,"Earlier this week in preparation for #MothersDay, Senate Democrats took to the Senate Floor.
 
We continued our fig… https://t.co/UA8utKNZWv",Senate Democrats,19,0.0,1.0,0.0,0.0
58,Democrats,"To all mothers, and those who have mothered, we wish you a very happy #MothersDay.
 
Thank you for all that you do.",Senate Democrats,22,0.0,0.656,0.344,0.8576
59,Democrats,“Health care is one of the top kitchen table issues in Nevada. I cannot even begin to count the number of Nevadans… https://t.co/870QdsumBK,Senate Democrats,23,0.0,0.751,0.249,0.6486
60,Democrats,The Trump administration is fighting in court to end our healthcare law including protections for Americans with pr… https://t.co/wkGdRRKiNg,Senate Democrats,19,0.122,0.878,0.0,-0.3612
61,Democrats,"On the one-year anniversary of @realDonaldTrump’s admin enacting its cruel family separation policy, we revisit the… https://t.co/LsMUTeoZH6",Senate Democrats,17,0.192,0.808,0.0,-0.5859
62,Democrats,"Under @SenateMajLdr McConnell’s leadership, the Senate has turned into a legislative graveyard.

This Republican Se… https://t.co/f828uyXIAz",Senate Democrats,16,0.136,0.864,0.0,-0.296
63,Democrats,"“All of us have teachers that have made such a big difference in our lives.”
 
On #TeacherAppreciationDay we thank… https://t.co/9l7fMtaUxV",Senate Democrats,20,0.0,1.0,0.0,0.0
64,Democrats,"America’s national security leaders say Russia is threatening the security of our 2020 elections.

But just days ag… https://t.co/g5nqTShEb3",Senate Democrats,19,0.14,0.661,0.198,0.1027
65,Democrats,"Today on Yom HaShoah, #WeRemember, honor, and lift up the lives of the Jewish people and all those killed during th… https://t.co/TSYCR7m9Vj",Senate Democrats,22,0.162,0.722,0.116,-0.3182
66,Democrats,"Attorney General Barr admits to @SenBlumenthal that there are notes of his conversations with Mueller.
 
But he ref… https://t.co/UVmO4RdYgq",Senate Democrats,19,0.0,0.891,0.109,0.296
67,Democrats,"During the #BarrHearing, Senator @MazieHirono asked Attorney General Barr if it was okay for a President to ask his… https://t.co/gikD5PGmZV",Senate Democrats,20,0.0,0.905,0.095,0.2263
68,Democrats,"WATCH: @SenatorLeahy lays out how, despite assertions to the contrary from Attorney General Barr, the Trump White H… https://t.co/5FvwhyUK0d",Senate Democrats,19,0.0,1.0,0.0,0.0
69,Democrats,"WATCH: @SenatorLeahy lays out how, despite assertions to the contrary from Attorney General Barr, the Trump White H… https://t.co/5FvwhyUK0d",Senate Democrats,19,0.0,1.0,0.0,0.0
70,Democrats,“I strongly believe that this committee needs to hear directly from Special Counsel Mueller about his views on the… https://t.co/JteFFEQmdm,Senate Democrats,20,0.0,0.789,0.211,0.5859
71,Democrats,"Not that long ago, Senate Republicans believed they had a “constitutional duty” to conduct oversight. 
 
Why are th… https://t.co/I1KJILExQ7",Senate Democrats,19,0.0,1.0,0.0,0.0
72,Democrats,The American people cannot afford to have @SenateMajLdr McConnell turn one chamber of their government into a legis… https://t.co/glc9Zuz4Mr,Senate Democrats,19,0.0,1.0,0.0,0.0
73,Democrats,"Today is #LesbianVisibilityDay.
 
We see you.
 
We hear you.
 
And we will keep fighting for equality for all. https://t.co/iaTtK0wad2",Senate Democrats,19,0.122,0.878,0.0,-0.3612
74,Democrats,President @realDonaldTrump promised to stand up to the NRA &amp; fight for the stronger background checks the overwhelm… https://t.co/4OWOorUyFu,Senate Democrats,19,0.11,0.675,0.215,0.3612
75,Democrats,"“We must be vigilant in defending all that our great nation stands for, which means fighting for the truth and ensu… https://t.co/a5mghzw6mR",Senate Democrats,22,0.087,0.629,0.283,0.6808
76,Democrats,"Guess who launched a new Instagram account? 
 
Click the link to follow Senator Chris Murphy and stay up to date on… https://t.co/32qZgNoaBe",Senate Democrats,22,0.0,0.93,0.07,0.128
77,Democrats,Celebrate #EarthDay with the Senate Democrats: https://t.co/M2xOrXuVDh,Senate Democrats,7,0.0,0.619,0.381,0.5719
78,Democrats,"We know that climate change is a very real problem that demands strong action from Congress. 
 
For #EarthDay, foll… https://t.co/n3m3DMlT7G",Senate Democrats,20,0.128,0.73,0.142,0.0828
79,Democrats,READ: Here is the redacted version of the #MuellerReport made available to the public by the Department of Justice.… https://t.co/i9AJyA0sV6,Senate Democrats,20,0.0,1.0,0.0,0.0
80,Democrats,"“After this tax season, the jig is up.” —@SenSchumer on the #GOPTaxScam https://t.co/eQB6py7x32",Senate Democrats,13,0.0,1.0,0.0,0.0
81,Democrats,Today is #TaxDay and the facts are clear: the Republican tax bill was sold as “rocket fuel” for the economy and a b… https://t.co/wZCkhpPt1r,Senate Democrats,24,0.0,0.894,0.106,0.3818
82,Democrats,"President @realDonaldTrump promised the #GOPTaxScam would be a “middle-class miracle.”
 
Instead, millions fewer Am… https://t.co/L1xItyTdwY",Senate Democrats,15,0.0,0.839,0.161,0.3612
83,Democrats,"President @realDonaldTrump’s shameful #TransMilitaryBan goes into effect today.

Whether trans or otherwise, if you… https://t.co/RjqDUM4sTs",Senate Democrats,15,0.186,0.814,0.0,-0.4939
84,Democrats,"While corporate executives and wealthy shareholders continue to cash in on the #GOPTaxScam, American workers are be… https://t.co/L3N0x0MRtM",Senate Democrats,18,0.0,0.872,0.128,0.3612
85,Democrats,It’s time for @SenateMajLdr McConnell to bring the House-passed Violence Against Women Act up for a vote without de… https://t.co/3jdseegaja,Senate Democrats,20,0.186,0.814,0.0,-0.6249
86,Democrats,"Instead of frightening patients, driving up costs, and taking health care away from people:

Let’s move forward wit… https://t.co/h15VXKD0DP",Senate Democrats,19,0.137,0.726,0.137,0.0
87,Democrats,“The last few days have reached a new low in dysfunction. And all of this has a simple root cause: Every time Presi… https://t.co/x4Gf9nps7K,Senate Democrats,24,0.194,0.751,0.055,-0.5423
88,Democrats,"“If this was such a hokey position to take, what are you worried about?”

That’s Attorney General Bill Barr callous… https://t.co/b74iojOUwX",Senate Democrats,21,0.104,0.896,0.0,-0.296
89,Democrats,“I wish they would just trust us to make the right decision with respect to our own lives and our own bodies and ou… https://t.co/yId5hiHRra,Senate Democrats,25,0.0,0.707,0.293,0.8442
90,Democrats,"In response to a question from @SenAmyKlobuchar, Dr. Valerie Peterson discusses why restrictive laws forced her to… https://t.co/xhHwzwaj6g",Senate Democrats,18,0.158,0.842,0.0,-0.4588
91,Democrats,"“Dead on arrival in the Senate.”

That’s what @SenateMajLdr Mitch McConnell just said about the bill to… https://t.co/QwKNKzhWKm",Senate Democrats,18,0.0,1.0,0.0,0.0
92,Democrats,It’s time for @SenateMajLdr McConnell to bring the House-passed Violence Against Women Act up for a vote without de… https://t.co/6tnsYwALEz,Senate Democrats,20,0.186,0.814,0.0,-0.6249
93,Democrats,“States like Georgia have already served as test cases for the effects of these unconstitutional bans. The women in… https://t.co/htdBSwDbbx,Senate Democrats,20,0.0,0.884,0.116,0.3612
94,Democrats,“This committee must consider the harmful impact this bill would have on the health and well-being of so many women… https://t.co/1Nm2PRMARC,Senate Democrats,21,0.0,1.0,0.0,0.0
95,Democrats,“Why are Republicans spending time doubling down on lies to undermine women's reproductive health?” - @PattyMurray… https://t.co/4NuIL3lsrZ,Senate Democrats,17,0.263,0.737,0.0,-0.6124
96,Democrats,“While many of my Republican colleagues remain determined to turn back the clock and drag our country back to pre-R… https://t.co/McnMmrthq8,Senate Democrats,21,0.082,0.815,0.103,0.128
97,Democrats,Attorney General Barr stopped answering questions the moment he was asked about his interactions with the Trump Whi… https://t.co/NrTpVOb3eF,Senate Democrats,19,0.095,0.905,0.0,-0.2263
98,Democrats,"On the 51st anniversary of the assassination of Dr. Martin Luther King, Jr., we honor his powerful life and legacy… https://t.co/6rIen5qNh9",Senate Democrats,21,0.14,0.645,0.215,0.2732
99,Democrats,"Earlier today, Senator @MarkWarner took to the floor to ask the Senate to pass a resolution to make public the full… https://t.co/HihaYYJ4It",Senate Democrats,22,0.0,1.0,0.0,0.0
100,Democrats,"“He makes it more difficult to develop affordable housing, cuts off access for housing especially for people of col… https://t.co/eawjClJ3zm",Senate Democrats,20,0.217,0.783,0.0,-0.6115
101,Democrats,The Senate and House Democrats introduced resolutions calling on the Trump DOJ to reverse their decision that would… https://t.co/8mF2fC5EYx,Senate Democrats,19,0.0,1.0,0.0,0.0
102,Democrats,"We will not stand for @realDonaldTrump playing cynical games with Americans’ health care
 Yesterday, Senate &amp; House… https://t.co/AG8oGYHlF0",Senate Democrats,18,0.115,0.664,0.221,0.34
103,Democrats,"On #EqualPayDay, here’s Senator @PattyMurray asking for consent to pass the #PaycheckFairnessAct.

And there’s… https://t.co/4lkLgi7Dxm",Senate Democrats,15,0.0,0.881,0.119,0.2263
104,Democrats,“We know what the Republicans' health care plan might look like: gut protections for Americans with pre-existing co… https://t.co/QSGSo7Eo4X,Senate Democrats,19,0.0,0.749,0.251,0.6908
105,Democrats,"Senator @MazieHirono points out Republicans’ priorities:

No action on climate change
No action on gun violence
No… https://t.co/jr4Dfk9acE",Senate Democrats,18,0.438,0.562,0.0,-0.872
106,Democrats,"Today, all 47 Senate Democrats introduced a resolution to reverse the misguided and cruel decision by the Trump Dep… https://t.co/zBTnxDGio8",Senate Democrats,20,0.174,0.826,0.0,-0.5859
107,Democrats,Senate &amp; House Democrats are introducing resolutions to reverse the misguided and cruel decision by the Trump Depar… https://t.co/npgJ5Nbjcj,Senate Democrats,19,0.174,0.826,0.0,-0.5859
108,Democrats,"18 months after the deadly devastation of Hurricanes Maria &amp; Irma, President @realDonaldTrump &amp; the @SenateGOP are… https://t.co/pCwQCmHf4U",Senate Democrats,18,0.141,0.859,0.0,-0.4215
109,Democrats,"This #WomensHistoryMonth, we’re celebrating the most diverse Congress in America’s history.

Hear it from the Democ… https://t.co/5NkTSg84ki",Senate Democrats,17,0.0,0.812,0.188,0.5719
110,Democrats,"On #VietnamWarVeteransDay, we honor the millions of Americans who answered the call to serve &amp; sacrifice

That incl… https://t.co/cbNHj3So0e",Senate Democrats,19,0.0,0.849,0.151,0.4939
111,Democrats,"On #VietnamWarVeteransDay, we honor the millions of Americans who answered the call to serve &amp; sacrifice

That incl… https://t.co/cbNHj3So0e",Senate Democrats,19,0.0,0.849,0.151,0.4939
112,Democrats,"Democrats asked for a bipartisan Special Committee on the Climate Crisis.

When Republicans refused, we forged ahea… https://t.co/XoqbKC5uDl",Senate Democrats,18,0.274,0.609,0.117,-0.5574
113,Democrats,“Climate change is real. Carbon pollution is real. It's having a real effect in my state of Michigan. And we can an… https://t.co/XTa1ANVBus,Senate Democrats,23,0.0,1.0,0.0,0.0
114,Democrats,“Democrats are here at the table ready to get to work to tackle one of the most urgent issues of our time.” —… https://t.co/yxh6e5tS5j,Senate Democrats,24,0.0,0.827,0.173,0.5563
115,Democrats,Watch @SenatorCantwell lay out the costs of climate change to American taxpayers. https://t.co/OXulX5cy7r,Senate Democrats,13,0.0,1.0,0.0,0.0
116,Democrats,This is @SenatorDurbin asking why more Republicans aren’t stepping up to the plate to address climate change. https://t.co/B7p72jPaju,Senate Democrats,18,0.0,1.0,0.0,0.0
117,Democrats,"Today we’re announcing the @SenateDems' Special Committee on the Climate Crisis

We won’t wait for Republicans to h… https://t.co/4C1pKMqF5O",Senate Democrats,19,0.172,0.714,0.113,-0.34
118,Democrats,"Every Senate Democrat is signing on to the Senate companion to #HR1, the #ForThePeople Act.

We're committed to mak… https://t.co/bEZqtipO7E",Senate Democrats,20,0.0,0.9,0.1,0.2732
119,Democrats,"“The science is overwhelming, it mounts everyday.” —@ChrisVanHollen on the stakes of climate change https://t.co/sAMTKzdwZq",Senate Democrats,15,0.0,1.0,0.0,0.0
120,Democrats,WATCH: @SenBobCasey on the connection between climate change and national security: https://t.co/n8ArvFpPR0,Senate Democrats,12,0.0,0.821,0.179,0.34
121,Democrats,“Let's stop the nonsense. Let's get serious. Our children's future depends upon it. Our planet depends upon it.” —… https://t.co/ymvg6WUvJu,Senate Democrats,20,0.267,0.733,0.0,-0.6369
122,Democrats,Here’s @SenJeffMerkley on the need for a serious debate about climate change: https://t.co/5dLX8aaxSa,Senate Democrats,13,0.106,0.894,0.0,-0.0772
123,Democrats,"Last night, we learned of President @realDonaldTrump and Attorney General Barr’s decision to change their legal pos… https://t.co/W3iPMXrnoQ",Senate Democrats,18,0.0,0.919,0.081,0.128
124,Democrats,"Watch @SenatorBaldwin, @SenStabenow, and Senate Democrats hold a hearing on reining in corporate stock buybacks and… https://t.co/1gOJSXeyAo",Senate Democrats,17,0.0,1.0,0.0,0.0
125,Democrats,"“Simply put, climate change can and will exacerbate conditions and regions with already tenuous stability.” —… https://t.co/vYGM9wVV6N",Senate Democrats,17,0.0,1.0,0.0,0.0
126,Democrats,Watch @SenWhitehouse explain why 58 former national security leaders wrote to President Trump to raise the alarm ab… https://t.co/w27jWOjXv4,Senate Democrats,19,0.11,0.78,0.11,0.0
127,Democrats,"“At a time when our country is looking to Congress for leadership on climate action, hiding behind political games,… https://t.co/Q0IZdXshlf",Senate Democrats,20,0.109,0.891,0.0,-0.296
128,Democrats,"“Rather than playing partisan games, it is time to find unity and take bold action.” —@SenGaryPeters on the urgency… https://t.co/HPGwlBuIfF",Senate Democrats,20,0.0,0.804,0.196,0.5267
129,Democrats,"It’s time for the @SenateGOP to finally, finally admit that:

(1) Climate change is real
(2) It’s caused by human a… https://t.co/D2Vdk28rY0",Senate Democrats,22,0.0,0.921,0.079,0.2023
130,Democrats,"""It’s right there in the budget that the president released this week. It’s got $1.5 trillion in cuts to Medicaid,… https://t.co/OrkB1LaCw0",Senate Democrats,21,0.099,0.901,0.0,-0.296
131,Democrats,"""Republicans are all about tax cuts and paying for it by cutting health care.

And Democrats want to expand health… https://t.co/IxNn4DUui7",Senate Democrats,21,0.14,0.604,0.257,0.4767
132,Democrats,"“I think we’re entitled to know where the money might come from”

Today, Senator Tim Kaine pressed the Secretary of… https://t.co/o575LaJqtL",Senate Democrats,21,0.0,0.905,0.095,0.2732
133,Democrats,Thanks to the 12 Republicans who joined us to affirm our constitutional separation of powers by voting to end… https://t.co/96qEBlrPYL,Senate Democrats,20,0.0,0.868,0.132,0.4404
134,Democrats,"“I don’t know how you defend it.”

—@SenatorBennet is 🔥FIRED UP🔥 about President @realDonaldTrump’s emergency decla… https://t.co/t0PqjrVhxM",Senate Democrats,17,0.14,0.86,0.0,-0.3818
135,Democrats,"""It's time for the Senate to do its job.
It's time for us to assert our authority over the purse.
It's time for us… https://t.co/K5uZNNQsNG",Senate Democrats,25,0.0,0.949,0.051,0.0772
136,Democrats,"Before President @realDonaldTrump declared an emergency to fund a wall he said Mexico would pay for, Republicans to… https://t.co/LoWYMmdmfF",Senate Democrats,19,0.2,0.8,0.0,-0.4588
137,Democrats,"The @SenateDems fought Neomi Rao’s nomination because of her concerning record on:
Women’s rights
LGBTQ rights
Race… https://t.co/eAjq6gZua1",Senate Democrats,18,0.119,0.881,0.0,-0.3182
138,Democrats,"Neomi Rao has an extreme and troubling record on LGBTQ rights.

The @SenateGOP must not confirm her to a lifetime a… https://t.co/MkJWjWKkYj",Senate Democrats,22,0.149,0.851,0.0,-0.5423
139,Democrats,"The contrast couldn’t be any more clear.

Senator @MazieHirono argued to pass a resolution calling on… https://t.co/V5kJO4USX3",Senate Democrats,17,0.129,0.722,0.149,0.101
140,Democrats,"Republicans have a choice this week:

Stand with their own words and the Constitution’s separation of powers

OR

M… https://t.co/eViP7dviXZ",Senate Democrats,20,0.0,1.0,0.0,0.0
141,Democrats,The #TrumpBudget cuts taxes for the wealthy and pays for it by cutting programs that help working class families.… https://t.co/3c7uSFUygN,Senate Democrats,20,0.149,0.643,0.209,0.3612
142,Democrats,President @realDonaldTrump's Circuit Court nominee Neomi Rao has made some incredibly troubling statements about su… https://t.co/8fXYAMo8uY,Senate Democrats,16,0.202,0.798,0.0,-0.5849
143,Democrats,"6. And last on the #TrumpBudget, here’s Kaiser Family Foundation Senior Vice President @Larry_Levitt:

https://t.co/3fmaS6pcrx",Senate Democrats,15,0.0,1.0,0.0,0.0
144,Democrats,5. “This proposal would erode key protections for patients and consumers and does nothing to stabilize the insuranc… https://t.co/qZoNXwC59O,Senate Democrats,19,0.0,1.0,0.0,0.0
145,Democrats,"4. “This proposal erodes critical protections for patients and consumers, and would lead to costlier premiums for m… https://t.co/M2NEmxGDfu",Senate Democrats,19,0.113,0.887,0.0,-0.3182
146,Democrats,"3. “The bill contains provisions that would allow states to waive key consumer protections, as well as undermine sa… https://t.co/Ta6vVpMKf4",Senate Democrats,20,0.095,0.733,0.172,0.2023
147,Democrats,2. “The bottom line is these protections are much more at risk under this bill than they are now.” —… https://t.co/4MYAFPM9gf,Senate Democrats,21,0.106,0.894,0.0,-0.3353
148,Democrats,1. “This could be devastating to the 25 million Americans age 50-64 with a pre-existing condition.” —AARP.… https://t.co/Ay1S4bREu0,Senate Democrats,18,0.212,0.788,0.0,-0.6486
149,Democrats,THREAD: The #TrumpBudget includes a radical healthcare proposal that would gut protections for pre-existing conditi… https://t.co/7pZmEvOjm5,Senate Democrats,16,0.0,1.0,0.0,0.0
150,Democrats,"The Trump administration is trying to *dramatically cut* investments in renewable energy. 

They are literally taki… https://t.co/zxz9PLeYMH",Senate Democrats,17,0.0,0.884,0.116,0.2732
151,Democrats,"On the Senate floor, Democrats challenged Republicans to finally, finally admit three basic things:

Climate change… https://t.co/fjnfilxtlr",Senate Democrats,17,0.077,0.824,0.099,0.1027
