,Political Affiliation,tweet,Politician,Word Count,negative,neutral,positive,polarity
25,Republican,What @BernieSanders really thinks: Listen to him praise Castro and Maduro. https://t.co/XWIHVM8R9x,LIz Cheney,12,0.0,0.753,0.247,0.5574
26,Republican,#SpringTime in the Rockies https://t.co/tjd1BLAyWr,LIz Cheney,5,0.0,1.0,0.0,0.0
27,Republican,Must read for ⁦@BernieSanders⁩ and our #socialistsquad ⁦@AOC⁩ ⁦@IlhanMN⁩ ⁦@RashidaTlaib⁩ ⁦(Hey Gals - I know @AOC s… https://t.co/cOXDOSZNPr,LIz Cheney,18,0.0,1.0,0.0,0.0
28,Republican,"Must read by ⁦@BrianBonerWYO⁩: US should stay the course in the war on terror, Cheney’s 'Ensuring a Secure Afghanis… https://t.co/e4kfcvwROd",LIz Cheney,20,0.272,0.56,0.168,-0.5859
29,Republican,#socialism https://t.co/F9fmSkAaJn,LIz Cheney,2,0.0,1.0,0.0,0.0
30,Republican,Never Forget https://t.co/awpD3h9dyb,LIz Cheney,3,0.0,0.546,0.454,0.1695
31,Republican,There is no context in which @IlhanMN description of 9/11 as “some people did something” is anything but disgracefu… https://t.co/GyicKHE648,LIz Cheney,20,0.078,0.922,0.0,-0.1531
32,Republican,That didn’t take long. ⁦⁦@SpeakerPelosi⁩ “guarantees” Dems will win in 2020 before single vote is cast. Socialists… https://t.co/ZYQpZWLJ1Z,LIz Cheney,18,0.0,0.817,0.183,0.5859
33,Republican,"Great to spend time this week with ⁦@NMalliotakis⁩, a great GOP candidate for Congress running in NY-11. #CowgirlUp https://t.co/PM7Fs3TGv5",LIz Cheney,19,0.0,0.661,0.339,0.8481
34,Republican,"Hey @AOC, I know you’re busy so I thought this short video would be helpful to introduce you to the basics of the C… https://t.co/ZnYYRpBsRb",LIz Cheney,25,0.0,0.887,0.113,0.4215
35,Republican,"We knew the Democrats let dead people vote. According to @AOC, they can run for President, too. https://t.co/69VBYIDtGT",LIz Cheney,18,0.202,0.798,0.0,-0.6486
36,Republican,"Last night it was an honor to watch the best VP ever receive the Order of the Rising Sun, the highest award Japan b… https://t.co/nEBorRGhy8",LIz Cheney,25,0.0,0.669,0.331,0.8979
37,Republican,A follow up question for @BetoORourke: how old would a baby have to be for you to oppose killing it? Refusing to gi… https://t.co/KnLEIQllQU,LIz Cheney,24,0.262,0.738,0.0,-0.7964
38,Republican,He’s at it again - @BernieSanders and his #BlameAmericaFirst love of communism https://t.co/EJsKIgwJyR,LIz Cheney,13,0.0,0.724,0.276,0.6369
39,Republican,"U.S. should not grant any more waivers for Iran to sell oil. Iran uses sales to fund terrorism, missiles and nukes.… https://t.co/19SjId20Qx",LIz Cheney,22,0.251,0.749,0.0,-0.7724
40,Republican,The horrific mosque attacks in New Zealand were acts of terror. We stand with the people of New Zealand to ensure j… https://t.co/48gygTElKW,LIz Cheney,23,0.331,0.588,0.08,-0.8442
41,Republican,Desperate Venezuelans swarm sewage drains in search of water | Reuters.  #Socialism  https://t.co/kPPPnuJby6,LIz Cheney,13,0.173,0.827,0.0,-0.3182
42,Republican,Here’s the outrage: your party put a sham resolution on the floor designed to protect the anti-Semitic hate and big… https://t.co/JWb3nf97jv,LIz Cheney,21,0.247,0.565,0.187,-0.4019
43,Republican,"Yes, @SpeakerPelosi a picture is worth 1000 words. Pretending to condemn @IlhanMN’s anti-semitism while embracing h… https://t.co/OdaPLPJuII",LIz Cheney,17,0.126,0.583,0.291,0.34
44,Republican,If you aren’t following @ReaganBattalion you are missing an amazing treasure trove of @BernieSanders describing his… https://t.co/HD5PzfBOtk,LIz Cheney,17,0.099,0.631,0.27,0.5859
45,Republican,Congratulations to the UWYO Rodeo Team for putting on an amazing 2019 Bucking Horse Gala. Special thanks to Coach B… https://t.co/sbnRsXCgzY,LIz Cheney,21,0.0,0.561,0.439,0.9231
46,Republican,"Cheney Delivers Remarks At ⁦@CAGOP⁩ Convention; Blasts Harris And Democrats For Agenda That Is ""For The Government""… https://t.co/3ejYaVIsSY",LIz Cheney,18,0.0,1.0,0.0,0.0
47,Republican,Hey @Facebook are you really now censoring reporting on public congressional hearings?  Will this be your approach… https://t.co/Judfg8xHz1,LIz Cheney,18,0.0,1.0,0.0,0.0
48,Republican,Hey ⁦@CoryBooker⁩ I support PETA - People Eating Tasty Animals. ⁦@BeefUSA⁩ #WyomingBeefCountry https://t.co/G7Tx061x8F,LIz Cheney,13,0.0,0.787,0.213,0.4019
49,Republican,Anyone who is truly “for the people” knows it’s better if the people get to keep more of what they earn instead of… https://t.co/5cBSnP87GK,LIz Cheney,24,0.0,0.791,0.209,0.7003
50,Republican,House Democrat leaders should condemn this anti-Semitism and immediately remove ⁦@IlhanMN⁩ from the House Foreign A… https://t.co/Qwc3YdKVE2,LIz Cheney,17,0.14,0.86,0.0,-0.3818
51,Republican,"Democrats’ agenda = No God, no 2nd Amendment, no protection for babies, no free speech, no freedom of religion, no… https://t.co/vXfzTWOLBF",LIz Cheney,21,0.337,0.368,0.294,0.1531
52,Republican,"Things my Democrat women colleagues wouldn’t clap for at #StateOfTheUnion2019 tonight: America, freedom, free enter… https://t.co/9STYaLwMLv",LIz Cheney,16,0.0,0.651,0.349,0.8176
53,Republican,"Democrat leaders, including @SpeakerPelosi and @LeaderHoyer, are sanctioning this with their silence.  

Far-Left D… https://t.co/61u3j9Ft6p",LIz Cheney,15,0.0,1.0,0.0,0.0
54,Republican,“We go there so they don’t come here. It’s that simple. Hold the line.” US withdrawal from Syria is not victory and… https://t.co/WKZY39Yu87,LIz Cheney,23,0.0,0.952,0.048,0.0258
55,Republican,My colleague @RepLeeZeldin received this vile hate-filled message. When will @SpeakerPelosi @LeaderHoyer… https://t.co/racp3twGV4,LIz Cheney,13,0.289,0.711,0.0,-0.7073
56,Republican,"This week Dems tried to remove God from witness oaths, advocated killing babies after they’re born, voted to give s… https://t.co/Ixlk0bM2rr",LIz Cheney,21,0.173,0.745,0.082,-0.5106
57,Republican,This is today’s Democrat Party: The Governor of Virginia describing and defending the murder of a baby. https://t.co/bg8VwutXqX,LIz Cheney,18,0.21,0.67,0.121,-0.4588
58,Republican,Congratulations @USNavy on the commissioning of America’s newest Zumwalt class destroyer #USSMichaelMonsoor named f… https://t.co/jPvaSgAbPp,LIz Cheney,15,0.151,0.653,0.196,0.2263
59,Republican,Elliott Abrams is a terrific choice by @SecPompeo to lead US efforts to support freedom for the people of Venezuela… https://t.co/gx3QQfj7Mc,LIz Cheney,21,0.0,0.63,0.37,0.875
60,Republican,"So proud to spend time with America’s youngest female mayor ⁦@tarapcampbell⁩, mayor of Yorba Linda, CA - one of our… https://t.co/ShZcTD26nB",LIz Cheney,21,0.0,0.848,0.152,0.5256
61,Republican,The deadly attack in Syria today resulting in the deaths of US servicemembers is a tragic reminder that ISIS is not… https://t.co/7hn6mxw2ux,LIz Cheney,22,0.243,0.757,0.0,-0.7269
62,Republican,"This may make it difficult to take any future oath of office to “preserve, protect and defend the Constitution” Bet… https://t.co/O7zcZeDE7c",LIz Cheney,21,0.104,0.788,0.108,0.0258
63,Republican,Democrats in Puerto Rico this weekend; partying with cast of Hamilton #Historyhasitseyesonyou https://t.co/WxiMOSM4pi,LIz Cheney,13,0.0,0.822,0.178,0.3818
64,Republican,These comments are abhorrent and racist and should have no place in our national discourse.    Steve King asks how… https://t.co/Ut6RSo9Cn4,LIz Cheney,20,0.377,0.623,0.0,-0.8834
65,Republican,Maybe they should have tried dancing https://t.co/2vBXAjPOcJ,LIz Cheney,7,0.0,1.0,0.0,0.0
66,Republican,"Satan probably inspired him to do this, too.  Christian Bale arrested for 'assault on mother and sister'| The Indep… https://t.co/rwwxUHIn7x",LIz Cheney,20,0.255,0.627,0.118,-0.5719
67,Republican,Honored to speak today to our GOP state legislators in Cheyenne.  Looking forward to tomorrow when our statewide el… https://t.co/0YLERU13ZY,LIz Cheney,20,0.0,0.833,0.167,0.5859
68,Republican,"Yes, @SenSanders, son of Eli Sanders, socialism is a fraud. It steals power from the people &amp; gives it to the gover… https://t.co/waFQkqoj0h",LIz Cheney,23,0.247,0.66,0.094,-0.6597
69,Republican,Liz Cheney Slams Pelosi for 'Powerful Women' Jab at Trump: 'Women Are Concerned About Nat'l Security' | Fox News In… https://t.co/YNAWRpjQH8,LIz Cheney,21,0.0,0.776,0.224,0.6369
70,Republican,So proud to serve with these great Americans https://t.co/1vAhJW5VRB,LIz Cheney,9,0.0,0.483,0.517,0.8173
71,Republican,Good Morning &amp; Happy New Year - 2019 is off to an invigorating start https://t.co/SIpsziketD,LIz Cheney,15,0.0,0.531,0.469,0.8658
72,Republican,Best Christmas present of the year - getting all 5 kids to do this! https://t.co/kpFpTGiqiY,LIz Cheney,15,0.0,0.728,0.272,0.6696
73,Republican,"“For unto us a child is born, unto us a son is given, and the government shall be upon his shoulder; and his name s… https://t.co/K4ihc9qijU",LIz Cheney,26,0.0,1.0,0.0,0.0
74,Republican,Must Read: “Trump’s abrupt decision” has already led to “a revitalized terrorist adversary.” American withdrawal fr… https://t.co/BJFcTyR7q1,LIz Cheney,17,0.226,0.721,0.053,-0.6808
75,Republican,"Withdrawing US forces from Afghanistan would be a strategic error of historic proportions, aiding America’s adversa… https://t.co/ZbLzHU4gQi",LIz Cheney,17,0.153,0.847,0.0,-0.4019
76,Republican,ISIS is not defeated in Syria. Withdrawing US forces is a serious strategic error and does not serve U.S. security… https://t.co/i1Qc7NsmpA,LIz Cheney,21,0.17,0.722,0.108,-0.1144
77,Republican,When your kids tell you at 6:30 am they need to take two dozen cookies to school. Thank you 24-hr Safeway.… https://t.co/3s4l9ttiG1,LIz Cheney,22,0.0,0.894,0.106,0.3612
78,Republican,"From each according to her ability, to each according to her needs... https://t.co/uxLPipqwzi",LIz Cheney,13,0.0,0.839,0.161,0.3182
79,Republican,"This is a huge loss - @weeklystandard has been an unmatched source of smart, in-depth analysis, great writing, repo… https://t.co/LmMgT4fpG3",LIz Cheney,20,0.14,0.506,0.354,0.7579
80,Republican,Need some daughters back home. I’m outnumbered and they don’t want to see any of the movies I do. https://t.co/HoAx5dLETb,LIz Cheney,20,0.0,0.933,0.067,0.0772
81,Republican,"This morning from ⁦@Reagan_Library⁩ we remembered the life and legacy of President George H.W. Bush, a good and gre… https://t.co/n1FG78HCO1",LIz Cheney,20,0.0,0.861,0.139,0.4404
82,Republican,"Don’t Cut Military Spending, Mr. President - WSJ https://t.co/GoxOtH91PN",LIz Cheney,9,0.231,0.769,0.0,-0.2732
83,Republican,"Happy Thanksgiving from our family to yours - grateful today and always for faith, family, and freedom; for the ble… https://t.co/7MHKRUKtwW",LIz Cheney,21,0.0,0.539,0.461,0.9287
84,Republican,When you just ate 24 dinner rolls and your family is mad and your stomach doesn’t feel so good either.… https://t.co/NmB3y8pOtg,LIz Cheney,21,0.123,0.732,0.144,0.1384
85,Republican,"“that we here highly resolve that these dead shall not have died in vain—that this nation, under God, shall have a… https://t.co/WFMjSWzI91",LIz Cheney,22,0.142,0.596,0.262,0.3853
86,Republican,"About to join @MariaBartiromo on @SundayFutures @FoxNews to discuss the 116th Congress, @realDonaldTrump economy an… https://t.co/DWtP3QOhzx",LIz Cheney,16,0.0,0.872,0.128,0.296
87,Republican,Go @MiaBLove!!! https://t.co/owypI8KKen,LIz Cheney,3,0.0,1.0,0.0,0.0
88,Republican,Welcome to the Democrat controlled House of Representatives: ⁦@ericswalwell⁩ warns gun owners that resistance is fu… https://t.co/iy5MBRHGTt,LIz Cheney,17,0.183,0.673,0.144,0.0516
89,Republican,Sunrise at the Lincoln Memorial this morning. #GodBlessAmerica https://t.co/zx2xlISWCb,LIz Cheney,9,0.0,1.0,0.0,0.0
90,Republican,Liz Cheney: 'New Energy' in Democratic Party 'Happens to Be Socialists' | Fox News Insider https://t.co/tYYRibeqWF,LIz Cheney,16,0.0,0.73,0.27,0.5859
91,Republican,"Thanks very much, @GOPChairwoman - ready to work every day to take back our majority and protect our pro-growth, pr… https://t.co/Es2aHR6oop",LIz Cheney,21,0.0,0.673,0.327,0.8055
92,Republican,"Hey ⁦@maureendowd⁩ - long time no see! Guess this means you won’t be joining us for Thanksgiving Dinner.  Too bad,… https://t.co/HBoyriLKFd",LIz Cheney,21,0.116,0.884,0.0,-0.3595
93,Republican,Today we honor and remember all those who have worn the uniform of our nation. We are forever grateful for your ser… https://t.co/BzuryUWo6e,LIz Cheney,23,0.077,0.704,0.218,0.6124
94,Republican,"Happy Birthday, @USMC! https://t.co/qU6yQOP8sg",LIz Cheney,4,0.0,0.429,0.571,0.6114
95,Republican,"Thank you, Wyoming! I’m honored by your support and pledge to continue fighting every day for our people, our value… https://t.co/8c8jKi76pc",LIz Cheney,21,0.087,0.59,0.323,0.7777
96,Republican,So moving to see women placing their “I Voted” stickers on Susan B. Anthony’s grave.  Anthony dedicated her life to… https://t.co/ZBNKX0Y9ct,LIz Cheney,21,0.106,0.772,0.122,0.1027
97,Republican,Election Day dawning in Laramie. We love our cowgirls in Wyoming. Time to #cowgirlup and get out to vote! #VoteRed… https://t.co/0yLp9EmKff,LIz Cheney,21,0.0,0.817,0.183,0.6696
98,Republican,"Phil and I voted today. Please be sure to get out to the polls, and make sure your friends and family do, too! https://t.co/a07B10Z7Os",LIz Cheney,24,0.0,0.649,0.351,0.8516
99,Republican,"Honored to be at Cowboys Against Cancer in Rock Springs last night. This amazing charity, led by its founder Margar… https://t.co/e6yMh3sO7D",LIz Cheney,21,0.138,0.535,0.327,0.7184
100,Republican,"Thank God for men like @DanCrenshawTX who put their lives on the line for all of us, including the shameless idiots… https://t.co/BoL4LNCkKq",LIz Cheney,22,0.087,0.655,0.258,0.5719
101,Republican,"Thank you, @ChuckGrassley for ensuring those who lied in an attempt to destroy Justice Kavanaugh face the consequen… https://t.co/f4ZP00bQJ7",LIz Cheney,19,0.217,0.498,0.285,0.2263
102,Republican,"Thank you, @AprilPonnuru! https://t.co/GSu0z4yuQ7",LIz Cheney,4,0.0,0.518,0.482,0.4199
103,Republican,https://t.co/RH0FAi7CmW,LIz Cheney,1,0.0,1.0,0.0,0.0
104,Republican,"Today, innocents were slaughtered because of their faith. Our dedication as Americans to fighting against horrific… https://t.co/LsCMsFADPw",LIz Cheney,17,0.117,0.654,0.229,0.34
105,Republican,All colleges should try this - Western Civ course at @UofOklahoma rejects identity politics.”We offer these books t… https://t.co/hNvNXjNBfd,LIz Cheney,19,0.158,0.842,0.0,-0.4939
106,Republican,Attempted violent attacks against American officials and the news media are a threat to our Republic. All Americans… https://t.co/8QBTWA8gcs,LIz Cheney,19,0.405,0.595,0.0,-0.8807
107,Republican,.@SenWarren DNA test and explanations are the gift that keeps on giving. https://t.co/da7osy9WgV,LIz Cheney,13,0.0,0.675,0.325,0.6486
108,Republican,Great morning for UWYO Homecoming! Thanks to everyone who came out for parade and tailgate. #GoWyo https://t.co/auCxKfOhXI,LIz Cheney,17,0.0,0.673,0.327,0.807
109,Republican,"If these reports are true, this is excellent news. In today’s world, the INF Treaty prevents the U.S. from adequate… https://t.co/QZegV71c3p",LIz Cheney,21,0.0,0.698,0.302,0.7783
110,Republican,Thanks to ⁦@WyomingPBS⁩ and Central Wyoming College for hosting our U.S. House debate in Riverton last night. https://t.co/VeKhhheHj3,LIz Cheney,18,0.0,0.854,0.146,0.4404
111,Republican,"Thank you @NCWYGOP women for hosting @Mark_Gordon_WY, @SenJohnBarrasso, and me for lunch today.  Thanks for all you… https://t.co/zqMivJr5zc",LIz Cheney,18,0.0,0.748,0.252,0.6597
112,Republican,Great turnout tonight in Spearfish for @DustyJohnson. Dusty will be a tremendous voice for South Dakota in the U.S.… https://t.co/cb9Wg8pUYr,LIz Cheney,20,0.0,0.814,0.186,0.6249
113,Republican,Democrat Senate candidate Kyrsten Sinema promoted a terrorist lawyer who was convicted of aiding &amp; abetting terrori… https://t.co/KfdET20XeS,LIz Cheney,18,0.209,0.667,0.124,-0.4404
114,Republican,I was honored to join the Greater Wyoming Boy Scouts Council at their annual dinner in Casper last night. As a Girl… https://t.co/9FXU28CZHd,LIz Cheney,23,0.0,0.679,0.321,0.8176
115,Republican,Natrona County GOP Women put on a terrific fundraiser last night for Wreaths Across America. Thanks to everyone who… https://t.co/PIVgjaqKRd,LIz Cheney,20,0.0,0.739,0.261,0.7184
116,Republican,Last night in Riverton we honored the great Eli Bebout as he retires from an amazing career in public service to ou… https://t.co/hDXFZeMVZe,LIz Cheney,23,0.0,0.631,0.369,0.9136
117,Republican,Hey @Google - is this what your partners in Beijing told you to say? Or did you decide on your own that working for… https://t.co/nKulVIyIUM,LIz Cheney,25,0.0,1.0,0.0,0.0
118,Republican,Justice Kavanaugh 🇺🇸 https://t.co/Zhlhfbe5pC,LIz Cheney,4,0.0,0.469,0.531,0.5267
119,Republican,Judge Kavanaugh’s confirmation is an important and historic moment for our nation. He will be a terrific Supreme Co… https://t.co/oenDr9bLrA,LIz Cheney,20,0.0,0.653,0.347,0.8176
120,Republican,"Thank you @SenatorCollins for your support for Judge Kavanaugh, and for an excellent, deeply thoughtful and respons… https://t.co/LYrEPvzFes",LIz Cheney,18,0.0,0.543,0.457,0.8955
121,Republican,Kavanaugh in ⁦@WSJ⁩ tonight: “I revere the Constitution. I believe that an independent and impartial judiciary is e… https://t.co/w26hscEVrb,LIz Cheney,19,0.0,1.0,0.0,0.0
122,Republican,I’ll be on shortly with @marthamaccallum #thestory on @FoxNews to discuss Judge Kavanaugh. Tune in. #ConfimKavanaughNOW,LIz Cheney,16,0.0,1.0,0.0,0.0
123,Republican,I will be on @foxandfriends shortly to discuss Judge Kavanaugh. Tune in. #ConfirmKavanaugh,LIz Cheney,13,0.0,1.0,0.0,0.0
124,Republican,Early voting is open now. Be sure to go vote for all our great GOP candidates! https://t.co/Br4rVcoCqH,LIz Cheney,17,0.0,0.691,0.309,0.7712
125,Republican,Had a great visit to @Magpul_HQ in Cheyenne today. Privileged to help Dana Garcia put together PMAGs for our troops. https://t.co/aBCy2911W4,LIz Cheney,21,0.0,0.637,0.363,0.8658
126,Republican,Exactly right. https://t.co/qgUfbmXF5O,LIz Cheney,3,0.0,1.0,0.0,0.0
127,Republican,"Loved being with UW College Republicans, ⁦@SenJohnBarrasso⁩ &amp; Bobbi and ⁦@Mark_Gordon_WY⁩ in Laramie today. #GoPokes https://t.co/DdqSDYay2n",LIz Cheney,16,0.0,0.794,0.206,0.5994
128,Republican,"As a mom of daughters and sons, I fear this, too. https://t.co/HMOZdCQuig",LIz Cheney,12,0.262,0.738,0.0,-0.4939
129,Republican,.@mariashriver you do not speak for every woman. Millions of us know the real nightmare has been the shameful effor… https://t.co/qZcKuI8AO9,LIz Cheney,21,0.138,0.862,0.0,-0.4939
130,Republican,"Thank you @LindseyGrahamSC.
Finally.",LIz Cheney,4,0.0,0.545,0.455,0.3612
131,Republican,"Judge Kavanaugh ferociously defended his innocence, his family and our constitutional system. He was absolutely rig… https://t.co/Led1bPICxA",LIz Cheney,17,0.107,0.761,0.132,0.128
132,Republican,Very proud of these great Ambassadors for Wyoming. Go Jennie! https://t.co/NMTBmMnMNR,LIz Cheney,11,0.0,0.536,0.464,0.831
133,Republican,This morning in Laramie https://t.co/VjH5GEOUXf,LIz Cheney,5,0.0,1.0,0.0,0.0
134,Republican,"Just when you thought @SenFeinstein had hit bottom in her conduct during these hearings, she finds a new low. This… https://t.co/rPh3jybefe",LIz Cheney,21,0.1,0.9,0.0,-0.2732
135,Republican,"All of Ford's named witnesses of the party, both male and female, have now denied any recollection of attending suc… https://t.co/gjBLR6NItJ",LIz Cheney,21,0.118,0.772,0.11,-0.0516
136,Republican,Dems trying to delay process &amp; smear Kavanaugh because they don’t want another conservative on Supreme Court.Senate… https://t.co/iRbIuqgyjM,LIz Cheney,18,0.203,0.591,0.207,0.0258
137,Republican,Ford’s lawyer’s ludicrous demands confirm this charade is not about the facts. It’s about preventing a conservative… https://t.co/6gDLN3LqGh,LIz Cheney,18,0.194,0.806,0.0,-0.3818
138,Republican,Enough is enough. Dem tactic is smear and delay. This is a set-up. #HoldTheVote #ConfirmKavanaughNow  https://t.co/HNeOfIcUmX,LIz Cheney,16,0.27,0.73,0.0,-0.5859
139,Republican,.@EWErickson is exactly right. https://t.co/qpZCno63UU,LIz Cheney,5,0.0,1.0,0.0,0.0
140,Republican,"If Ford is unwilling to appear, the Judiciary Committee should vote Thursday, as originally planned, on Judge Kavan… https://t.co/hw1WbOThEh",LIz Cheney,19,0.0,1.0,0.0,0.0
141,Republican,"Judge Kavanaugh is a man of the highest integrity, honor and character - exactly the kind of jurist we need on the… https://t.co/AKwdxOprI0",LIz Cheney,23,0.0,0.766,0.234,0.7003
142,Republican,@JeffreyGoldberg @nytimes Crazy idea - maybe a “journalism organization” should check their facts BEFORE they print the story.,LIz Cheney,18,0.138,0.862,0.0,-0.34
143,Republican,Basement arsenal this morning-they’re planning something big. https://t.co/yVSOC03aSM,LIz Cheney,8,0.0,1.0,0.0,0.0
144,Republican,I want to be sure we’re all clear about something - @HillaryClinton is still lying. https://t.co/QR7p24xu4C,LIz Cheney,16,0.173,0.51,0.316,0.2023
145,Republican,Always remember. Never surrender. https://t.co/XXrbRUfKdG,LIz Cheney,5,0.0,1.0,0.0,0.0
146,Republican,So true. https://t.co/VsJd02faJY,LIz Cheney,3,0.0,0.393,0.607,0.4754
147,Republican,#Rideforthebrand #CowgirlUp https://t.co/FlBWEiZ5CE,LIz Cheney,3,0.0,1.0,0.0,0.0
148,Republican,Love this. Hope @USRepLong @auctnr1 is clearing his schedule to head over to Senate Kavanaugh hearings tomorrow. https://t.co/f5T5gihM1u,LIz Cheney,18,0.0,0.693,0.307,0.7964
149,Republican,"Thanks, Corey - I agree and always enjoy passing on the kind words to him. https://t.co/Fp4uqmbWTz",LIz Cheney,16,0.0,0.455,0.545,0.9001
150,Republican,"I will. Much appreciated! Thanks, Scott. https://t.co/TuDVeTZCa5",LIz Cheney,7,0.0,0.381,0.619,0.7574
151,Republican,"I will. Much appreciated! Thanks, Scott. https://t.co/TuDVeTZCa5",LIz Cheney,7,0.0,0.381,0.619,0.7574
152,Republican,"Thanks so much, Vickie - I will definitely pass along your kind words. https://t.co/fIxSXDuGNa",LIz Cheney,14,0.0,0.5,0.5,0.8402
153,Republican,@Dougducey has made an excellent pick. The people of Arizona will be incredibly well represented again by… https://t.co/sGQ70h00Fu,LIz Cheney,18,0.0,0.724,0.276,0.7264
154,Republican,"Thanks to everyone who came out for our tailgate at UW this weekend. Great to be with @SenJohnBarrasso,… https://t.co/QwfA7QuPnO",LIz Cheney,19,0.0,0.708,0.292,0.7906
155,Republican,Senator McCain was a patriot who served with honor and sacrificed greatly for our nation. Our prayers go out tonight to the McCain family.,LIz Cheney,24,0.0,0.873,0.127,0.4939
156,Republican,"This is the right decision. For too long, the North Koreans duped presidents of both parties, receiving concessions… https://t.co/KhAFoVAHOs",LIz Cheney,19,0.124,0.756,0.12,-0.0258
157,Republican,Very sad news. Our family’s thoughts and prayers are with the McCain family. https://t.co/9zPHWvTCrX,LIz Cheney,14,0.207,0.793,0.0,-0.5256
158,Republican,In Wyoming this is what we teach our kids to do when the National Anthem plays. #GodBlessAmerica https://t.co/tRn0xFatyy,LIz Cheney,18,0.0,0.895,0.105,0.25
